"","CAMIS","DBA","INSPECTION.DATE","GRADE","INSPECTION.TYPE","SCORE"
"9557","41650577","DELHI HEIGHTS","01/09/2019","A","Cycle Inspection / Re-inspection",10
"9558","41650608","MCDONALD'S","05/01/2018","A","Cycle Inspection / Initial Inspection",13
"9559","41650715","DUNKIN' DONUTS, BASKIN ROBBINS","10/02/2018","A","Cycle Inspection / Initial Inspection",2
"9560","41650717","ANDY'S CAFETERIA","03/25/2019","A","Cycle Inspection / Initial Inspection",0
"9561","41650724","AITA RESTAURANT/MAYFLOWER","03/30/2019","A","Cycle Inspection / Re-inspection",12
"9562","41650760","TROPICAL COFFEE SHOP","03/22/2018","A","Cycle Inspection / Initial Inspection",8
"9563","41650772","MARINARA PIZZA","03/25/2019","A","Cycle Inspection / Re-inspection",10
"9564","41650779","SILK HOOKAH LOUNGE","02/19/2019",NA,"Cycle Inspection / Initial Inspection",11
"9565","41650782","BLUE RIBBON SUSHI IZAKAYA","09/19/2018","A","Cycle Inspection / Initial Inspection",12
"9566","41650784","EAST SIDE BAGEL CAFE","06/13/2018","A","Cycle Inspection / Initial Inspection",8
"9567","41650801","LA MONTANA BAKERY","02/19/2019","A","Cycle Inspection / Initial Inspection",13
"9568","41650869","CHIMU","09/20/2018","B","Cycle Inspection / Re-inspection",24
"9569","41650923","CON EDISON/ THE LEARNING CENTER","05/10/2018","A","Cycle Inspection / Initial Inspection",12
"9570","41650945","LE PAIN QUOTIDIEN","01/04/2019","A","Cycle Inspection / Initial Inspection",7
"9571","41651044","DOMINIES","10/29/2018","A","Cycle Inspection / Re-inspection",9
"9572","41651093","ALFIE'S PLACE","03/13/2019","A","Cycle Inspection / Initial Inspection",6
"9573","41651150","TAINO TASTE RESTAURANT","03/07/2019","A","Cycle Inspection / Initial Inspection",11
"9574","41651295","GREY LADY/RISE COFFEE","12/26/2018",NA,"Cycle Inspection / Initial Inspection",12
"9575","41651300","PACO'S","03/20/2018","A","Cycle Inspection / Initial Inspection",4
"9576","41651318","APERION PRODUCTION","01/23/2019","A","Cycle Inspection / Re-inspection",13
"9577","41651639","TASTE OF CHINA","11/27/2018","A","Cycle Inspection / Initial Inspection",5
"9578","41651670","CUPIDO'S RESTAURANT","02/08/2019","A","Cycle Inspection / Re-inspection",13
"9579","41651711","DOMA NA ROHU","08/06/2018","A","Cycle Inspection / Initial Inspection",9
"9580","41651736","CARIDAD RESTAURANT","11/28/2018","B","Cycle Inspection / Re-inspection",19
"9581","41651780","THE GUTHRIE INN","09/28/2018","B","Cycle Inspection / Re-inspection",22
"9582","41651801","THE LIBERTY","02/01/2019","A","Cycle Inspection / Re-inspection",5
"9583","41651810","RIBALTA","03/28/2018","A","Cycle Inspection / Initial Inspection",13
"9584","41651838","BEER AUTHORITY","04/04/2019","A","Cycle Inspection / Initial Inspection",12
"9585","41652004","ERICA'S SPANISH CUISINE","11/19/2018","A","Cycle Inspection / Initial Inspection",3
"9586","41652034","RUBY'S","08/23/2018","A","Cycle Inspection / Re-inspection",10
"9587","41652054","MEI CHUNG  MEI RESTAURANT","10/18/2018","A","Cycle Inspection / Initial Inspection",12
"9588","41652187","GOLDEN CORNER NOODLES","01/29/2019","A","Cycle Inspection / Re-inspection",4
"9589","41652335","LE PAIN QUOTIDIEN","12/28/2018","A","Cycle Inspection / Initial Inspection",12
"9590","41652427","IMMACULEE BAKERY & RESTAURANT","11/16/2018","A","Cycle Inspection / Initial Inspection",9
"9591","41652507","SUBWAY","12/05/2018","A","Cycle Inspection / Initial Inspection",9
"9592","41652570","RALPH'S ICES","05/09/2018","A","Cycle Inspection / Initial Inspection",5
"9593","41652878","BROOKLYN KOLACHE CO","01/15/2019","A","Cycle Inspection / Initial Inspection",12
"9594","41652985","Lan Zhou Handmade Noodle","05/09/2018","A","Cycle Inspection / Initial Inspection",7
"9595","41652991","C & C ITALIAN DELI","02/14/2019","A","Cycle Inspection / Re-inspection",9
"9596","41653047","MAC SHACK","10/22/2018","A","Cycle Inspection / Re-inspection",13
"9597","41653049","68 MEI MEI BAKERY","06/07/2018","A","Cycle Inspection / Initial Inspection",13
"9598","41653059","MAMA'S RESTAURANT JAMAICAN AND AMERICAN FOOD","07/24/2018","A","Cycle Inspection / Re-inspection",10
"9599","41653084","CAPY","08/13/2018","A","Cycle Inspection / Initial Inspection",5
"9600","41653095","POPEYES LOUISIANA KITCHEN","01/14/2019","A","Cycle Inspection / Initial Inspection",9
"9601","41653101","MI PEQUENO RANCHITO","12/06/2018","A","Cycle Inspection / Re-inspection",13
"9602","41653102","MARISCO CENTRO SEAFOOD RESTAURANT  & BAR","12/05/2018","A","Cycle Inspection / Re-inspection",8
"9603","41653176","JOE COFFEE","03/06/2019","A","Cycle Inspection / Initial Inspection",13
"9604","41653405","JUBILEE","07/30/2018","A","Cycle Inspection / Initial Inspection",13
"9605","41653409","CROWN FRIED CHICKEN","08/13/2018","A","Cycle Inspection / Initial Inspection",5
"9606","41653485","L ANGE NOIR CAFE","09/07/2018","A","Cycle Inspection / Initial Inspection",6
"9607","41653491","THE HARP","02/13/2018","A","Cycle Inspection / Initial Inspection",7
"9608","41653532","CRYSTAL LOUNGE","10/16/2018","A","Cycle Inspection / Initial Inspection",7
"9609","41653536","PIO HOT BAGELS","05/09/2018","A","Cycle Inspection / Initial Inspection",8
"9610","41653556","AWASH ETHIOPIAN RESTAURANT","11/14/2018","A","Cycle Inspection / Initial Inspection",12
"9611","41653607","CHOP'T","04/17/2018","A","Cycle Inspection / Initial Inspection",12
"9612","41653616","HAKKASAN","05/08/2018","A","Cycle Inspection / Initial Inspection",9
"9613","41653692","EL CASTILLO RESTAURANT","12/26/2018","A","Cycle Inspection / Re-inspection",6
"9614","41653831","THE PARK VIEW","04/11/2019","A","Cycle Inspection / Initial Inspection",12
"9615","41653860","BREWSKI'S BAR & GRILL","09/13/2018","A","Cycle Inspection / Initial Inspection",12
"9616","41653879","LENOX SAPHIRE","11/19/2018","B","Cycle Inspection / Re-inspection",20
"9617","41653930","RONG HUA CHINESE RESTAURANT","01/12/2019","A","Cycle Inspection / Initial Inspection",13
"9618","41653951","MARIA'S PIZZERIA RESTAURANT","04/04/2019","Z","Cycle Inspection / Reopening Inspection",2
"9619","41654160","TIN MARIN RESTAURANT & LOUNGE","02/11/2019","A","Cycle Inspection / Initial Inspection",13
"9620","41654217","M&J NAVY YARD SUB SHOPPE","08/23/2018","A","Cycle Inspection / Initial Inspection",10
"9621","41654352","COOLER RUNNINGS JAMAICAN RESTAURANT","03/11/2019","A","Cycle Inspection / Re-inspection",10
"9622","41654442","DUNKIN' DONUTS","10/16/2018","A","Cycle Inspection / Initial Inspection",13
"9623","41654462","SUBWAY","04/23/2018","A","Cycle Inspection / Initial Inspection",10
"9624","41654548","CARVEL ICE CREAM","01/29/2019","A","Cycle Inspection / Re-inspection",10
"9625","41654555","NEW KING WOK RESTAURANT","04/25/2018","A","Cycle Inspection / Initial Inspection",7
"9626","41654607","BROOKLYN CRAB","08/01/2018","B","Cycle Inspection / Re-inspection",19
"9627","41654846","THE GATHER INN AGAIN","12/06/2018","A","Cycle Inspection / Re-inspection",13
"9628","41654886","RAI RAI KEN","02/06/2019","C","Cycle Inspection / Re-inspection",31
"9629","41654929","SFILATINO ITALIAN GOURMET","07/23/2018","A","Cycle Inspection / Initial Inspection",9
"9630","41654997","JIM'S CHINA KING","06/19/2018","A","Cycle Inspection / Initial Inspection",10
"9631","41655130","BROADWAY CHINA STATION","05/22/2018","A","Cycle Inspection / Initial Inspection",10
"9632","41655148","GOOD TASTE RESTAURANT","12/24/2018","A","Cycle Inspection / Re-inspection",4
"9633","41655178","DUNKIN' DONUTS","07/12/2018","A","Cycle Inspection / Initial Inspection",5
"9634","41655185","DIVE BAR LOUNGE","05/22/2018","A","Cycle Inspection / Initial Inspection",12
"9635","41655200","CHIKURIN JAPANESE RESTAURANT","11/28/2018","B","Cycle Inspection / Re-inspection",14
"9636","41655252","CHINA TOP","11/29/2018","A","Cycle Inspection / Initial Inspection",13
"9637","41655257","ROSENS CAFE","08/29/2018","A","Cycle Inspection / Initial Inspection",13
"9638","41655272","PAPI'S PIZZERIA","03/08/2019","A","Cycle Inspection / Initial Inspection",11
"9639","41655398","LULO RESTAURANT","03/18/2019","A","Cycle Inspection / Re-inspection",7
"9640","41655458","BCD TOFU HOUSE","10/22/2018","A","Cycle Inspection / Initial Inspection",12
"9641","41655550","ETHOS GALLERY","02/11/2019","A","Cycle Inspection / Initial Inspection",12
"9642","41655590","GIGI CAFE","01/18/2019","A","Cycle Inspection / Re-inspection",5
"9643","41655758","DUNKIN' DONUTS","05/14/2018","A","Cycle Inspection / Initial Inspection",13
"9644","41655771","TC & S TAKE OUT KITCHEN","07/25/2018","A","Cycle Inspection / Initial Inspection",8
"9645","41655832","BIA BAR & GRILL","02/23/2019",NA,"Cycle Inspection / Initial Inspection",12
"9646","41655931","TREE OF LIFE","05/08/2018","A","Cycle Inspection / Initial Inspection",12
"9647","41655988","KISSENA PARK GOLF CLUB","05/24/2018","A","Cycle Inspection / Initial Inspection",10
"9648","41656176","BEST LUNCHEONETTE","11/05/2018","A","Cycle Inspection / Initial Inspection",12
"9649","41656198","SULLIVAN STREET BAKERY","12/31/2018","B","Cycle Inspection / Re-inspection",14
"9650","41656235","SUBWAY","05/08/2018","A","Cycle Inspection / Initial Inspection",7
"9651","41656254","LA VIDA LOCA RESTAURANT AND BAR","12/12/2018","Z","Cycle Inspection / Re-inspection",25
"9652","41656294","LITTLE THANH DA","05/17/2018","A","Cycle Inspection / Initial Inspection",4
"9653","41656603","FAIRYTALES LOUNGE","10/16/2018","A","Cycle Inspection / Re-inspection",12
"9654","41656654","TAKARA SUSHI","02/26/2019","A","Cycle Inspection / Initial Inspection",9
"9655","41656659","BEANS AND LEAVES","12/28/2018","A","Cycle Inspection / Initial Inspection",12
"9656","41656677","TONY'S DI NAPOLI","07/30/2018","A","Cycle Inspection / Initial Inspection",12
"9657","41656750","SIAM SQAURE THAI CUISINE","07/27/2017","A","Cycle Inspection / Initial Inspection",13
"9658","41656924","TENZAN","04/10/2019","A","Cycle Inspection / Initial Inspection",10
"9659","41656934","DINING HALL @ JOHN JAY  (MBJ FOOD SERVICES)","03/07/2019","A","Cycle Inspection / Initial Inspection",9
"9660","41656943","SUBWAY","07/27/2018","A","Cycle Inspection / Initial Inspection",2
"9661","41656966","ASIA KITCHEN","09/25/2018","A","Cycle Inspection / Initial Inspection",9
"9662","41657006","LE PARIS DAKAR","02/27/2019","A","Cycle Inspection / Initial Inspection",7
"9663","41657014","PICCOLO CAFE","10/22/2018",NA,"Cycle Inspection / Initial Inspection",0
"9664","41657037","CHECKERS","08/31/2018","A","Cycle Inspection / Initial Inspection",4
"9665","41657236","POPEYES LOUISIANA KITCHEN","04/24/2018","A","Cycle Inspection / Initial Inspection",2
"9666","41657280","AENOS PIZZA","03/13/2019","A","Cycle Inspection / Initial Inspection",9
"9667","41657335","HALAL HOT FRIED CHICKEN","02/28/2019","A","Cycle Inspection / Re-inspection",7
"9668","41657340","RETRO FITNESS","05/17/2018","A","Cycle Inspection / Initial Inspection",7
"9669","41657368","WILLIAM GREENBERG DESSERT","03/12/2019","A","Cycle Inspection / Initial Inspection",4
"9670","41657408","BUBBA'S BISTRO","10/10/2018","A","Cycle Inspection / Re-inspection",7
"9671","41657465","NAN BEI HO","12/05/2018","A","Cycle Inspection / Re-inspection",13
"9672","41657476","GREAT WALL CHINESE RESTAURANT","03/22/2018","A","Cycle Inspection / Initial Inspection",11
"9673","41657557","SAM LEE KITCHEN","12/05/2018","A","Cycle Inspection / Re-inspection",4
"9674","41657750","SUBWAY","05/08/2018","A","Cycle Inspection / Initial Inspection",3
"9675","41657755","DONNA","10/18/2018","B","Cycle Inspection / Re-inspection",25
"9676","41658037","MIZU","05/01/2018","A","Cycle Inspection / Initial Inspection",9
"9677","41658103","CHOP SHOP","01/28/2019","B","Cycle Inspection / Re-inspection",20
"9678","41658170","AU BON PAIN","11/27/2018","A","Cycle Inspection / Initial Inspection",13
"9679","41658283","OPERA CAFE LOUNGE","12/12/2018","A","Cycle Inspection / Initial Inspection",9
"9680","41658324","MI CASA RESTAURANT","03/13/2019","Z","Cycle Inspection / Re-inspection",23
"9681","41658445","VALBONA RESTAURANT","04/24/2018","A","Cycle Inspection / Initial Inspection",12
"9682","41658448","LULO RESTAURANT BRONX","03/01/2019","A","Cycle Inspection / Initial Inspection",12
"9683","41658460","CHEVYS FRESH MEX","04/23/2018","A","Cycle Inspection / Initial Inspection",13
"9684","41658464","SCHMACKARY'S","03/08/2019","A","Cycle Inspection / Initial Inspection",3
"9685","41658466","FISH N TING RESTAURANT","12/19/2018","Z","Cycle Inspection / Reopening Inspection",9
"9686","41658484","LEN'S PAPAYA","04/12/2019","A","Cycle Inspection / Initial Inspection",7
"9687","41658609","THE SPOT CAFE/KOFOO","08/20/2018","A","Cycle Inspection / Initial Inspection",13
"9688","41658672","XING HUI LINDA KITCHEN","03/04/2019","A","Cycle Inspection / Initial Inspection",6
"9689","41658728","THE CUSTOM HOUSE","04/04/2019","A","Cycle Inspection / Initial Inspection",11
"9690","41658786","PIECE-A-CAKE / COOKIE JAR","03/05/2019","A","Cycle Inspection / Re-inspection",7
"9691","41658866","DELI DOROJ FRIED CHICKEN AND PIZZA","03/05/2019","A","Cycle Inspection / Initial Inspection",3
"9692","41658884","SUBWAY","11/28/2018","A","Cycle Inspection / Initial Inspection",6
"9693","41658998","BILLY'S BAKERY","04/25/2018","A","Cycle Inspection / Initial Inspection",7
"9694","41659018","BAR & RESTAURANT EL SALVADORENO","10/03/2018","B","Cycle Inspection / Re-inspection",17
"9695","41659069","FREDDY'S PIZZA","01/15/2019","A","Cycle Inspection / Initial Inspection",4
"9696","41659144","CAFE Y","04/03/2018","A","Cycle Inspection / Initial Inspection",13
"9697","41659173","B.F. NATIONAL BAKERY","10/31/2018","A","Cycle Inspection / Initial Inspection",10
"9698","41659448","JOHN'S RESTAURANT","01/29/2019","A","Cycle Inspection / Re-inspection",10
"9699","41659449","FUJI SUSHI","10/11/2018","B","Cycle Inspection / Re-inspection",26
"9700","41659494","WORLD YACHT PRINCESS","10/26/2018","A","Cycle Inspection / Re-inspection",13
"9701","41659498","WORLD YACHT DUCHESS","09/27/2018","B","Cycle Inspection / Re-inspection",23
"9702","41659545","LELLO'S PIZZA","07/17/2018","A","Cycle Inspection / Initial Inspection",9
"9703","41659658","LOTUS CAFE & BAGELS","01/11/2019","A","Cycle Inspection / Re-inspection",5
"9704","41659848","LA BRISA DEL CIBAO","01/17/2019","A","Cycle Inspection / Re-inspection",10
"9705","41659862","LUKE'S LOBSTER","03/01/2019","A","Cycle Inspection / Initial Inspection",9
"9706","41659905","TWIST IT TOP IT FROZEN YOGURT","11/05/2018","A","Cycle Inspection / Initial Inspection",3
"9707","41659908","TENZAN SUSHI","08/30/2018","A","Cycle Inspection / Initial Inspection",12
"9708","41659910","LE FATIMA BAR & GRILL","05/11/2018","A","Cycle Inspection / Initial Inspection",9
"9709","41659920","SAY IT WITH CAKE","02/05/2019","A","Cycle Inspection / Initial Inspection",6
"9710","41659970","QUEEN BAKERY II","11/14/2018","B","Cycle Inspection / Re-inspection",26
"9711","41659984","AUNTIE ANNE'S PRETZELS","02/14/2019","A","Cycle Inspection / Initial Inspection",10
"9712","41660217","CHANGLE XIN FAN ZHUANG INC","01/15/2019","B","Cycle Inspection / Re-inspection",23
"9713","41660253","THE MONRO","07/25/2018","A","Cycle Inspection / Initial Inspection",5
"9714","41660386","THE LATELY","04/05/2019","A","Cycle Inspection / Initial Inspection",9
"9715","41660507","HARRY'S ITALIAN","03/22/2019","A","Cycle Inspection / Re-inspection",9
"9716","41660537","AMERICAN BAR","03/05/2019","A","Cycle Inspection / Re-inspection",13
"9717","41660557","HUNGRY GHOST COFFEE BAR AND CAFE","08/27/2018","A","Cycle Inspection / Initial Inspection",3
"9718","41660608","GOOD DAY RESTAURANT","02/11/2019","A","Cycle Inspection / Re-inspection",7
"9719","41660639","CAFETAL SOCIAL CLUB/ CHACHIS","03/27/2019","A","Cycle Inspection / Re-inspection",8
"9720","41660728","DUNKIN' DONUTS","03/22/2019","A","Cycle Inspection / Initial Inspection",5
"9721","41660744","THE W HOTEL BANQUETS","09/05/2018","A","Cycle Inspection / Re-inspection",11
"9722","41660841","718 HOOKAH LOUNGE","10/30/2018","A","Cycle Inspection / Initial Inspection",11
"9723","41660862","SOCARRAT EAST","09/10/2018","A","Cycle Inspection / Initial Inspection",10
"9724","41660888","FANTASY BAR AND RESTAURANT","09/14/2018","B","Cycle Inspection / Re-inspection",15
"9725","41660892","LECHONERA & POLLO SABROSO RESTAURANT","04/12/2018","A","Cycle Inspection / Initial Inspection",12
"9726","41661008","AMURA JAPANESE RESTAURANT","02/20/2018","A","Cycle Inspection / Initial Inspection",9
"9727","41661089","JOHNSON BAR-B-Q","02/20/2019","A","Cycle Inspection / Initial Inspection",8
"9728","41661174","V {iv} Thai Restaurant & Bar","12/19/2018","A","Cycle Inspection / Re-inspection",2
"9729","41661199","MAIN BAKHTAR HALAL KABAB","03/15/2018","A","Cycle Inspection / Initial Inspection",7
"9730","41661329","SINIGUAL RESTAURANT","04/26/2018","A","Cycle Inspection / Initial Inspection",10
"9731","41661367","THE CHIPPED CUP","03/15/2019",NA,"Cycle Inspection / Initial Inspection",12
"9732","41661506","SANGRIA 46","12/04/2018","A","Cycle Inspection / Re-inspection",11
"9733","41662070","THE LITTLE PRINCE","03/13/2019","A","Cycle Inspection / Initial Inspection",13
"9734","41662075","AZIZA'S CAFE & LOUNGE","11/16/2018","A","Cycle Inspection / Re-inspection",7
"9735","41662163","WOLF & LAMB","09/20/2018","A","Cycle Inspection / Re-inspection",12
"9736","41662171","BING DELI GROCERY","04/10/2018","A","Cycle Inspection / Initial Inspection",11
"9737","41662214","FAIRFIELD INN & SUITES","12/21/2018","A","Cycle Inspection / Re-inspection",13
"9738","41662314","JUSTINOS PIZZERIA","08/30/2018","A","Cycle Inspection / Re-inspection",12
"9739","41662341","PLAYGROUND","03/20/2019","Z","Cycle Inspection / Re-inspection",26
"9740","41662349","XIXA","08/19/2017","A","Cycle Inspection / Initial Inspection",5
"9741","41662362","HAPPY GARDEN","12/13/2018","B","Cycle Inspection / Re-inspection",23
"9742","41662634","FRESCO GELATERIA","09/10/2018","A","Cycle Inspection / Initial Inspection",10
"9743","41662683","LADY M CONFECTIONS (Plaza Hotel 770 5th avenue)","05/29/2018","A","Cycle Inspection / Initial Inspection",11
